group,method,precision,w_bits,a_bits,lanes,nx,ny,x_kind,offsets,outputs,error_count,ep,mae,mse,max_abs_err
26,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
27,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
28,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
29,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
30,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
31,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
32,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
33,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
34,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
35,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
36,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
37,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
38,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
39,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
40,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
41,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
42,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
43,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
44,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
45,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
46,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
47,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
48,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
49,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
50,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
51,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
52,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
53,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
54,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
55,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
56,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
57,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
58,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
59,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
60,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
61,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
62,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
63,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
64,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
65,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
66,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
67,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
68,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
69,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
70,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
71,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
72,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
73,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
74,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
75,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
76,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
77,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
78,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
79,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
80,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
81,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
82,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
83,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
84,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
85,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
86,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
87,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
88,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
89,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
90,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
91,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
92,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
93,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
94,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
95,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
96,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
97,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
98,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
99,Ultra-DSP,W4A8,4,8,4,4,1,weight,0 8 16 24,40000,0,0.0,0.0,0.0,0
0,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
1,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
2,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
3,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
4,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
5,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
6,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
7,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
8,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
9,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
10,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
11,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
12,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
13,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
14,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
15,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
16,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
17,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
18,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
19,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
20,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
21,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
22,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
23,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
24,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
25,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
26,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
27,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
28,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
29,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
30,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
31,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
32,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
33,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
34,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
35,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
36,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
37,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
38,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
39,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
40,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
41,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
42,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
43,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
44,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
45,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
46,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
47,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
48,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
49,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
50,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
51,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
52,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
53,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
54,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
55,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
56,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
57,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
58,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
59,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
60,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
61,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
62,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
63,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
64,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
65,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
66,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
67,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
68,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
69,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
70,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
71,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
72,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
73,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
74,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
75,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
76,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
77,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
78,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
79,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
80,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
81,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
82,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
83,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
84,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
85,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
86,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
87,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
88,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
89,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
90,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
91,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
92,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
93,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
94,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
95,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
96,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
97,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
98,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
99,Ultra-DSP,W5A2,5,2,14,14,1,activation,0 2 4 6 8 10 12 14 16 18 20 22 24 26,140000,0,0.0,0.0,0.0,0
0,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
1,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
2,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
3,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
4,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
5,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
6,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
7,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
8,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
9,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
10,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
11,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
12,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
13,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
14,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
15,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
16,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
17,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
18,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
19,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
20,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
21,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
22,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
23,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
24,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
25,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
26,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
27,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
28,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
29,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
30,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
31,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
32,Ultra-DSP,W5A3,5,3,9,9,1,activation,0 3 6 9 12 15 18 21 25,90000,0,0.0,0.0,0.0,0
